Key,Comment,en,en-GB,de,es,
SETTINGS_ABOUT_SCREEN_APP_VERSION_LABEL,App-version label on the About settings screen,App Version,App Version,App Version,App Version,
SETTINGS_LABEL_EMAIL_PROMPT,Text of prompt label in Settings/Email screen,Please enter a valid email address below. Tap 'return' to save your changes.,Please enter a valid email address below. Tap 'return' to save your changes.,Please enter a valid email address below. Tap 'return' to save your changes.,Please enter a valid email address below. Tap 'return' to save your changes.,
TERMS_OF_SERVICE,Screen title for terms of service,Terms of Service,Terms of Service,Terms of Service,Terms of Service,
UPLOAD_LABEL_UPLOAD_FAILED_MULTIPLE,"Upload: Label, 'Upload Failed (Multiple)'.",%d files failed to upload.,%d files failed to upload.,%d files failed to upload.,%d files failed to upload.,
UPLOAD_LABEL_UPLOAD_FAILED_MULTIPLE_SIZE,"Upload: Label, 'Upload Failed (Multiple) due to size'.",%d files (%@) failed to backup. Upgrade storage or delete files you don’t need.,%d files (%@) failed to backup. Upgrade storage or delete files you don’t need.,%d files (%@) failed to backup. Upgrade storage or delete files you don’t need.,%d files (%@) failed to backup. Upgrade storage or delete files you don’t need.,
UPLOAD_LABEL_UPLOAD_FAILED_SIZE,"Upload: Label, 'Upload Failed due to size'.",%d file (%@) failed to backup. Upgrade storage or delete files you don’t need.,%d file (%@) failed to backup. Upgrade storage or delete files you don’t need.,%d file (%@) failed to backup. Upgrade storage or delete files you don’t need.,%d file (%@) failed to backup. Upgrade storage or delete files you don’t need.,
UPLOAD_ALERT_MESSAGE_NETWORK_CONDITIONS_DO_NOT_ALLOW_THE_BACKUP_TO_CONTINUE,Message displayed when device is on cellular yet uploads are only allowed on wifi,Network conditions do not allow the backup to continue!,Network conditions do not allow the backup to continue!,Network conditions do not allow the backup to continue!,Network conditions do not allow the backup to continue!,
HUB_LABEL_PENDING,"Content Hub: Label, Pending",Pending,Pending,Pending,Pending,
HUB_LABEL_PHOTO,"Content Hub: Label, Photo",Photo,Photo,Photo,Photo,
HUB_LABEL_PHOTOS,"Content Hub: Label, Photo",Photos,Photos,Photos,Photos,
HUB_LABEL_VIDEO,"Content Hub: Label, Video",Video,Video,Video,Video,
HUB_LABEL_VIDEOS,"Content Hub: Label, Videos",Videos,Videos,Videos,Videos,
HUB_LABEL_DOCUMENT,"Content Hub: Label, Document",Document,Document,Document,Document,
HUB_LABEL_DOCUMENTS,"Content Hub: Label, Documents",Documents,Documents,Documents,Documents,
HUB_LABEL_SONG,"Content Hub: Label, Song",Song,Song,Song,Song,
HUB_LABEL_SONGS,"Content Hub: Label, Songs",Songs,Songs,Songs,Songs,
HUB_LABEL_CONTACT,"Content Hub: Label, Contact",Contact,Contact,Contact,Contact,
HUB_LABEL_CONTACTS,"Content Hub: Label, Contacts",Contacts,Contacts,Contacts,Contacts,
HUB_LABEL_NEW_SHARE,"Content Hub: Label, New Share",New Share,New Share,New Share,New Share,
HUB_LABEL_NEW_SHARES,"Content Hub: Label, New Shares",New Shares,New Shares,New Shares,New Shares,
HUB_LABEL_NO_NEW_SHARES,"Content Hub: Label, No New Shares Available",No New Shares Available,No New Shares Available,No New Shares Available,No New Shares Available,
ALBUM_MESSAGE_NO_PLAYLIST_NAME_TEXT,Alert message for error on empty playlist name,Cannot create album with no name!,Cannot create album with no name!,Cannot create album with no name!,Cannot create album with no name!,
NOTIFICATION_LABEL_d_MIN_REMAINING,Notification: Minutes remaining,~%d Min remaining,~%d Min remaining,~%d Min remaining,~%d Min remaining,
NOTIFICATION_LABEL_BACKING_UP,"Notification: Label, Backing up",Backing up...,Backing up...,Backing up...,Backing up...,
MUSIC_EMPTY_NOW_PLAYING_PLAYIST_MESSAGE,Text of message shown when the NowPlayingPlaylist is empty.,"Tap any song in the Albums, Artists, Genres or Playlists views to start playing.","Tap any song in the Albums, Artists, Genres or Playlists views to start playing.","Tap any song in the Albums, Artists, Genres or Playlists views to start playing.","Tap any song in the Albums, Artists, Genres or Playlists views to start playing.",
SETTINGS_ENABLE_REMINDER_LABEL,Settings: Enable Reminder label.,Enable Reminder,Enable Reminder,Enable Reminder,Enable Reminder,
SETTINGS_REMINDER_INTERVAL_DAILY_LABEL,Settings: Daily Backup Interval label.,Daily,Daily,Daily,Daily,
SETTINGS_REMINDER_INTERVAL_WEEKLY_LABEL,Settings: Weekly Backup Interval label.,Weekly,Weekly,Weekly,Weekly,
SETTINGS_REMINDER_INTERVAL_LABEL,Settings: Reminder Interval label.,Reminder Interval,Reminder Interval,Reminder Interval,Reminder Interval,
SETTINGS_REMINDER_TIME_LABEL,Settings: Reminder Time label.,When,When,When,When,
ALBUM_SORT_BUTTON_SIZE,Album: Sort button size,Size,Size,Size,Size,
ALBUM_ALERT_MESSAGE_NO_FILES_IN_FOLDER,Album: No files in folder,No files in folder,No files in folder,No files in folder,No files in folder,
MUSIC_GENERIC_ERROR_MESSAGE,Message of alert that displays a generic music error,Something went wrong. Please try again.,Something went wrong. Please try again.,Something went wrong. Please try again.,Something went wrong. Please try again.,
UPLOAD_ALERT_WWAN_BACKUP_NOW,"Button text, Back Up Now",Use Cell Network,Use Cell Network,Use Cell Network,Use Cell Network,
UPLOAD_ALERT_TITLE_NETWORK_UNAVAILABLE,"Alert title, network unavailable",Waiting for Network,Waiting for Network,Waiting for Network,Waiting for Network,
UPLOAD_ALERT_MESSAGE_NETWORK_UNAVAILABLE,"Alert message, network unavailable",Personal Cloud requires a network connection to start a backup,Personal Cloud requires a network connection to start a backup,Personal Cloud requires a network connection to start a backup,Personal Cloud requires a network connection to start a backup,
DOWNLOAD_COMPLETED_WITH_FAILURE,Message of alert when  the download queue only has one file that failed to download.,%d file failed to download.,%d file failed to download.,%d file failed to download.,%d file failed to download.,
DOWNLOADS_COMPLETED_WITH_FAILURES,Message of alert when some files in the queue failed to download.,%d files failed to download.,%d files failed to download.,%d files failed to download.,%d files failed to download.,
DOWNLOAD_COMPLETED_SUCCESSFULLY,Message of alert when the download queue only has one file that downloaded successfully.,%d file downloaded successfully.,%d file downloaded successfully.,%d file downloaded successfully.,%d file downloaded successfully.,
DOWNLOADS_COMPLETED_SUCCESSFULLY,Message of alert when all files in the queue downloaded successfully.,%d files downloaded successfully.,%d files downloaded successfully.,%d files downloaded successfully.,%d files downloaded successfully.,
DOWNLOAD_NOT_ENOUGH_FREE_SPACE_AVAILABLE_MESSAGE,Message of alert when there is not enough space to download all files.,There is not enough space on device to complete the download of all remaining files. The remaining downloads have been cancelled.,There is not enough space on device to complete the download of all remaining files. The remaining downloads have been cancelled.,There is not enough space on device to complete the download of all remaining files. The remaining downloads have been cancelled.,There is not enough space on device to complete the download of all remaining files. The remaining downloads have been cancelled.,
DOWNLOAD_SKIPPED_FILE_BECAUSE_IT_IS_ALREADY_QUEUED,Message of alert when skipping one file that is already queued.,%d file was skipped because it already is queued for download,%d file was skipped because it already is queued for download,%d file was skipped because it already is queued for download,%d file was skipped because it already is queued for download,
DOWNLOAD_SKIPPED_FILES_BECAUSE_THEY_ARE_ALREADY_QUEUED,Message of alert when skipping files that are already queued.,%d files were skipped because they already are queued for download,%d files were skipped because they already are queued for download,%d files were skipped because they already are queued for download,%d files were skipped because they already are queued for download,
DOWNLOAD_NOT_ENOUGH_FREE_SPACE_AVAILABLE_WHEN_STARTING_OR_QUEUING_MESSAGE,Message of alert when there is not enough space to download the selected files.,There is not enough space on device to download the selected files.,There is not enough space on device to download the selected files.,There is not enough space on device to download the selected files.,There is not enough space on device to download the selected files.,
DOWNLOAD_PAUSED_DUE_TO_AUTH_REQUIRED_MESSAGE,Message displayed by the notification in case of an auth refresh failure during a download.,Log in to resume.,Log in to resume.,Log in to resume.,Log in to resume.,
DOWNLOAD_PAUSED_DUE_TO_LOW_BATTERY_MESSAGE,Message displayed by the notification in case of low battery during a download.,Plug-in device to resume.,Plug-in device to resume.,Plug-in device to resume.,Plug-in device to resume.,
DOWNLOAD_PAUSED_DUE_TO_NO_NETWORK_MESSAGE,Message displayed by the notification in case of no network connection during a download.,Connect to network to resume.,Connect to network to resume.,Connect to network to resume.,Connect to network to resume.,
DOWNLOAD_PAUSED_DUE_TO_NO_WIFI_MESSAGE,Message displayed by the notification in case cellular downloads are not allowed during a download.,Waiting for Wi-Fi. Tap to continue.,Waiting for Wi-Fi. Tap to continue.,Waiting for Wi-Fi. Tap to continue.,Waiting for Wi-Fi. Tap to continue.,
DOWNLOAD_PAUSED_GENERIC_MESSAGE,"Message displayed by the notification when download is paused e.g., due to user request.",Download paused.,Download paused.,Download paused.,Download paused.,
DOWNLOAD_PAUSED_DUE_TO_NO_ACCESS_TO_PHOTOS_LIBRARY,The message displayed by the download notification when the downloads are paused because the app cannot access the photos library.,Cannot access photos library.,Cannot access photos library.,Cannot access photos library.,Cannot access photos library.,
DOWNLOAD_TIME_MINUTES_REMAINING_LABEL_FORMAT,The format of the message that informs the user of the minutes remaining to complete the current download queue.,~%llum remaining,~%llum remaining,~%llum remaining,~%llum remaining,
DOWNLOAD_TIME_HOURS_MINUTES_REMAINING_LABEL_FORMAT,The format of the message that informs the user of the hours and minutes remaining to complete the current download queue.,~%lluh%llum remaining,~%lluh%llum remaining,~%lluh%llum remaining,~%lluh%llum remaining,
ALBUM_FILE_TYPE_PHOTO,photo,photo,photo,photo,photo,
ALBUM_FILE_TYPE_PHOTOS,photos,photos,photos,photos,photos,
ALBUM_FILE_TYPE_VIDEO,video,video,video,video,video,
ALBUM_FILE_TYPE_VIDEOS,videos,videos,videos,videos,videos,
ALBUM_FILE_TYPE_SONG,song,song,song,song,song,
ALBUM_FILE_TYPE_SONGS,songs,songs,songs,songs,songs,
ALBUM_FILE_TYPE_FILE,file,file,file,file,file,
ALBUM_FILE_TYPE_FILES,files,files,files,files,files,
TV_MODE_OFF_HOME_LABEL,"Home: Label, for the 'tv mode is OFF' menu option",Connect to TV,Connect to TV,Connect to TV,Connect to TV,
TV_MODE_ON_HOME_LABEL,"Home: Label, for the 'tv mode is ON' menu option",Disconnect from TV,Disconnect from TV,Disconnect from TV,Disconnect from TV,
TV_CONNECTION_NOT_AUTHORISED,"Notification: Label, TV Connection NOT authorised.",Connection not authorised,Connection not authorised,Connection not authorised,Connection not authorised,
TV_CONNECTION_WAS_AUTHORISED,"Notification: Label, TV Connection WAS authorised.",TV is connected,TV is connected,TV is connected,TV is connected,
TV_MODE_TERMINATE_FAILED,"Notification: Label, TV Connection could not be terminated.",Connection could not be terminated,Connection could not be terminated,Connection could not be terminated,Connection could not be terminated,
TV_MODE_TERMINATED_OK,"Notification: Label, TV Connection was terminated.",TV Connection was terminated,TV Connection was terminated,TV Connection was terminated,TV Connection was terminated,
TV_AUTH_SCREEN_TITLE,"AuthScreen: Title, Nav Title",Connect TV,Connect TV,Connect TV,Connect TV,
TV_AUTH_SCREEN_CANCEL_BUTTON,"AuthScreen: Button, Cancel",Cancel,Cancel,Cancel,Cancel,
TV_AUTH_SCREEN_HELP_BUTTON,"AuthScreen: Button, Help",Help,Help,Help,Help,
TV_AUTH_SCREEN_CONTINUE_BUTTON,"AuthScreen: Button, Continue",Continue,Continue,Continue,Continue,
TV_AUTH_SCREEN_INSTRUCTIONS,"AuthScreen: Label, Instructions for the user on what to do with this screen.",Enter the pairing code that is showing on your TV,Enter the pairing code that is showing on your TV,Enter the pairing code that is showing on your TV,Enter the pairing code that is showing on your TV,
TV_MODE_CONTENT_IS_ON_TV,"Notification: Label, Content is being displayed on TV",Content is showing on TV,Content is showing on TV,Content is showing on TV,Content is showing on TV,
TV_MODE_CONTENT_ON_TV_ERROR,"Notification: Label, Error displaying content on TV",Could not display content on TV,Could not display content on TV,Could not display content on TV,Could not display content on TV,
TV_MODE_CONTENT_IS_PAUSED_ON_TV,"Notification: Label, Content paused on TV",Video is paused on TV,Video is paused on TV,Video is paused on TV,Video is paused on TV,
TV_MODE_PAUSE_ERROR,"Notification: Label, Error pausing content on TV",Could not pause,Could not pause,Could not pause,Could not pause,
TV_MODE_RESUME_ERROR,"Notification: Label, Error resuming content on TV.",Could not play,Could not play,Could not play,Could not play,
ALBUM_LABEL_UNKNOWN_TIMELINE_DATE,"Album: Label, Unknown folder in timeline",Unknown,Unknown,Unknown,Unknown,
DOWNLOAD_PREPARING_DOWNLOAD_NOTIFICATION_TEXT,Message displayed by the notification when preparing for the download of collections of items.,Preparing download...,Preparing download...,Preparing download...,Preparing download...,
MULTI_SELECT_MANAGER_MONTH_SELECTED_LABEL,Text of label indicating one selected month,%d Selected,%d Selected,%d Selected,%d Selected,
MULTI_SELECT_MANAGER_MONTHS_SELECTED_LABEL,Text of label indicating multiple selected months,%d Selected,%d Selected,%d Selected,%d Selected,
EMAIL_ALREADY_EXIST_TITLE,Alert Title: Generic Error Email Already Exist,Email Already Exist,Email Already Exist,Email Already Exist,Email Already Exist,
ERROR_CREATING_ACCOUNT_TITLE,Alert Title: Generic Error Creating Account,Error creating Account,Error creating Account,Error creating Account,Error creating Account,
ERROR_MODIFYING_ACCOUNT_TITLE,Alert Title: Generic Error Modifying Account,Error modifying Account,Error modifying Account,Error modifying Account,Error modifying Account,
ENDPOINTS_ALREADY_CREATED_TITLE,Alert Title: Generic Endpoint already created,Endpoint already created,Endpoint already created,Endpoint already created,Endpoint already created,
HUB_LABEL_WAITING_FOR_BACKUP,"Content Hub: Label, Waiting to perform first backup",Waiting to perform first backup,Waiting to perform first backup,Waiting to perform first backup,Waiting to perform first backup,
HUB_LABEL_CHECKING_UPDATES,"Content Hub: Label, Checking for updates...",Checking for updates...,Checking for updates...,Checking for updates...,Checking for updates...,
HUB_LABEL_CONTENT_PENDING,"Content Hub: Label, Content is pending for backup",Content is pending for backup,Content is pending for backup,Content is pending for backup,Content is pending for backup,
HUB_LABEL_LAST_BACKUP_FORMAT,"Content Hub: Label, Last backup: %@",Last backup: %@,Last backup: %@,Last backup: %@,Last backup: %@,
HUB_LABEL_DATE_SUFFIX,Content Hub: Date suffix,st|nd|rd|th|th|th|th|th|th|th|th|th|th|th|th|th|th|th|th|th|st|nd|rd|th|th|th|th|th|th|th|st,st|nd|rd|th|th|th|th|th|th|th|th|th|th|th|th|th|th|th|th|th|st|nd|rd|th|th|th|th|th|th|th|st,st|nd|rd|th|th|th|th|th|th|th|th|th|th|th|th|th|th|th|th|th|st|nd|rd|th|th|th|th|th|th|th|st,st|nd|rd|th|th|th|th|th|th|th|th|th|th|th|th|th|th|th|th|th|st|nd|rd|th|th|th|th|th|th|th|st,
HUB_LABEL_STATUS_BACKING_UP,Content Hub: BACKING UP,BACKING UP,BACKING UP,BACKING UP,BACKING UP,
HUB_LABEL_STATUS_NOT_BACKING_UP,Content Hub: NOT BACKING UP,NOT BACKING UP,NOT BACKING UP,NOT BACKING UP,NOT BACKING UP,
HUB_LABEL_IN_SYNC,Content Hub: In Sync,In Sync,In Sync,In Sync,In Sync,
HUB_LABEL_OUT_OF_SYNC,Content Hub: Out of Sync,Out of Sync,Out of Sync,Out of Sync,Out of Sync,
HUB_LABEL_UPDATE_PENDING,Content Hub: (Update Pending),(Update Pending),(Update Pending),(Update Pending),(Update Pending),
TOOLS_LABEL_TOOLS,"Tools: Title, Tools",Tools,Tools,Tools,Tools,
HELP_LABEL_HELP,"Help: Title, Help",Help,Help,Help,Help,
TOOLS_LABEL_MEDIA_RESTORE,Tools: Restore option title,Content Restore,Content Restore,Content Restore,Content Restore,
TOOLS_LABEL_CONTACT_CLEANUP,Tools: Contact Cleanup option title,Contact Cleanup,Contact Cleanup,Contact Cleanup,Contact Cleanup,
TOOLS_LABEL_CONTACT_HISTORY,Tools: Contact History option Title,Contact History,Contact History,Contact History,Contact History,
TOOLS_LABEL_CONTACT_TOOLS,Tools: Contact Tools Title,Contacts Tools,Contacts Tools,Contacts Tools,Contacts Tools,
ABOUT_PRIVACY_POLICY,Privacy Policy label on the About Table View,Privacy Policy,Privacy Policy,Privacy Policy,Privacy Policy,
ABOUT_APP_VERSION,App-version label on the About Table View,App Version,App Version,App Version,App Version,
SETTINGS_WHAT_TO_BACKUP,Settings screen: What to backup,What to Back Up,What to Back Up,What to Back Up,What to Back Up,
SETTINGS_WHAT_TO_BACKUP_SUBTITLE_FORMAT,Settings screen: What is Backed Up,%@,%@,%@,%@,
SETTINGS_HOW_TO_BACKUP,Settings screen: How to Back Up,How to Back Up,How to Back Up,How to Back Up,How to Back Up,
SETTINGS_HOW_TO_BACKUP_SUBTITLE_FORMAT,Settings screen: How to backup currently set,%@,%@,%@,%@,
SNAPSHOT_RESTORE_TITLE,Snapshot - title for media restore screen,Content Restore,Content Restore,Content Restore,Content Restore,
SNAPSHOT_ALL_MEDIA_START_TO_END,"Snapshot - title for media restore button, start date to end date",%@ to %@,%@ to %@,%@ to %@,%@ to %@,
SNAPSHOT_LABEL_CHOOSE_WHAT_TO_RESTORE,Snapshot - summary label for restore,Choose what to restore:,Choose what to restore:,Choose what to restore:,Choose what to restore:,
SNAPSHOT_HEADER_RECENT_BACKUPS,Snapshot - header for recent backups,Recent Backups,Recent Backups,Recent Backups,Recent Backups,
SNAPSHOT_HEADER_BACKUP,Snapshot - header for backup,Backup (%@),Backup (%@),Backup (%@),Backup (%@),
SNAPSHOT_HEADER_OLDER_BACKUP,Snapshot - header for older backup,Older Backup (%@),Older Backup (%@),Older Backup (%@),Older Backup (%@),
SNAPSHOT_HEADER_ALL_MEDIA_ACCOUNT_NAME,Snapshot - header for all media restore,All Media (%@),All Media (%@),All Media (%@),All Media (%@),
BACKUP_SETTINGS_LABEL_DATA_USAGE_WARNING,Label - warning when backing up over cellular,Data usage may apply,Data usage may apply,Data usage may apply,Data usage may apply,
SNAPSHOT_DOWNLOAD_ESTIMATE_FORMAT,Snapshot - format for download estimate,%dhrs %dmin,%dhrs %dmin,%dhrs %dmin,%dhrs %dmin,
SNAPSHOT_HEADER_SELECT_MEDIA_TO_RESTORE,Snapshot - header for data class selection,Select media to restore,Select media to restore,Select media to restore,Select media to restore,
SNAPSHOT_HEADER_SELECT_THE_NETWORK,Snapshot - header for network to restore over,Select the network,Select the network,Select the network,Select the network,
SNAPSHOT_LABEL_SKIP,Snapshot - label for duplicate file skip message,Any media which already exists on your device will be skipped during the restore.,Any media which already exists on your device will be skipped during the restore.,Any media which already exists on your device will be skipped during the restore.,Any media which already exists on your device will be skipped during the restore.,
SNAPSHOT_BUTTON_RESTORE,Snapshot - text for Restore button,Restore,Restore,Restore,Restore,
SNAPSHOT_LABEL_TOTAL_SIZE,Snapshot - text for total size of snapshot,Total Size,Total Size,Total Size,Total Size,
SNAPSHOT_LABEL_ESTIMATED_RESTORE_TIME,Snapshot - text for estimated download time for snapshot,Estimated restore time,Estimated restore time,Estimated restore time,Estimated restore time,
SNAPSHOT_BUTTON_SKIP,Snapshot - skip button text,Skip,Skip,Skip,Skip,
SNAPSHOT_MEDIA_RESTORE_SKIP_MESSAGE,Snapshot - Media restore skip message,You can access this anytime from the Tools section in the main navigation.,You can access this anytime from the Tools section in the main navigation.,You can access this anytime from the Tools section in the main navigation.,You can access this anytime from the Tools section in the main navigation.,
ALBUM_LABEL_NO_PICTURES_IN_TIMELINE_UNIT,"Album label, no pictures found in timeline unit.",You don't have any photos in this month.,You don't have any photos in this month.,You don't have any photos in this month.,You don't have any photos in this month.,
ALBUM_LABEL_NO_VIDEOS_IN_TIMELINE_UNIT,"Album label, no videos found in timeline unit.",You don't have any videos in this month.,You don't have any videos in this month.,You don't have any videos in this month.,You don't have any videos in this month.,
ALBUM_LABEL_NO_FILES_IN_TIMELINE_UNIT,"Album label, no files found in timeline unit.",You don't have any files in this month.,You don't have any files in this month.,You don't have any files in this month.,You don't have any files in this month.,
ALBUM_BUTTON_ADD_PHOTOS,"Album button, add photos",Add Photos,Add Photos,Add Photos,Add Photos,
ALBUM_BUTTON_ADD_VIDEOS,"Album button, add videos",Add Videos,Add Videos,Add Videos,Add Videos,
ALBUM_TITLE_UNSUPPORTED_FILE_TYPE,"Album title, unsupported file type",Unsupported File,Unsupported File,Unsupported File,Unsupported File,
ALBUM_INFO_TITLE_PHOTO,"File information title, photo",Photo Info,Photo Info,Photo Info,Photo Info,
ALBUM_INFO_TITLE_VIDEO,"File information title, video",Video Info,Video Info,Video Info,Video Info,
ALBUM_INFO_TITLE_MUSIC,"File information title, music",Music Info,Music Info,Music Info,Music Info,
ALBUM_INFO_TITLE_DOCUMENT,"File information title, document",Document Info,Document Info,Document Info,Document Info,
ALBUM_INFO_TITLE_DEFAULT,"File information title, default",File Info,File Info,File Info,File Info,
ALBUM_LABEL_TOP,"All Files navigation, Top",Top ,Top ,Top ,Top ,
ALBUM_BUTTON_SAVE,"Album button, save playlist",Save,Save,Save,Save,
BACKUP_SELECT_VIEW_TITLE,Screen title for Backup Select,Step 1,Step 1,Step 1,Step 1,
RESTORE_SELECT_VIEW,Screen title for Restore,Step 2,Step 2,Step 2,Step 2,
RESTORE_MEDIA_CHOICE_VIEW,Screen title for Restore Media Choice,Step 3,Step 3,Step 3,Step 3,
BACKUP_ESTIMATE_ALERT_MESSAGE,Alert Message: Backup time estimate,"The backup estimated is calculated assuming %d MB per minute over LTE, or %d  MB per minute over WiFi.","The backup estimated is calculated assuming %d MB per minute over LTE, or %d  MB per minute over WiFi.","The backup estimated is calculated assuming %d MB per minute over LTE, or %d  MB per minute over WiFi.","The backup estimated is calculated assuming %d MB per minute over LTE, or %d  MB per minute over WiFi.",
BACKUP_ESTIMATE_ALERT_TITLE,Alert Title: Backup time estimate,Backup Estimate,Backup Estimate,Backup Estimate,Backup Estimate,
BACKUP_CONTACTS_TITLE,UI Label: Title,Select what you would like to backup from your device,Select what you would like to backup from your device,Select what you would like to backup from your device,Select what you would like to backup from your device,
BACKUP_CONTACTS_FOOTER,UI Label: Contacts footer,Back up your contacts and keep them in sync across your devices.,Back up your contacts and keep them in sync across your devices.,Back up your contacts and keep them in sync across your devices.,Back up your contacts and keep them in sync across your devices.,
BACKUP_CONTACTS_SIM_HEADER,Alert Message Header: Support of SIM Contacts,Support of SIM Contacts,Support of SIM Contacts,Support of SIM Contacts,Support of SIM Contacts,
BACKUP_CONTACTS_SIM_BODY,Alert Message Body: Support of SIM Contacts,"Only the local phone contacts are \nbacked-up. You may import your SIM card contacts into the local phone\ncontacts to have them backed-up.\nPlease folow there instructions:\nOn the iPhone settings, tap:\n\nMail, Contacts, Calendars >\nImport SIM Contacts","Only the local phone contacts are \nbacked-up. You may import your SIM card contacts into the local phone\ncontacts to have them backed-up.\nPlease folow there instructions:\nOn the iPhone settings, tap:\n\nMail, Contacts, Calendars >\nImport SIM Contacts","Only the local phone contacts are \nbacked-up. You may import your SIM card contacts into the local phone\ncontacts to have them backed-up.\nPlease folow there instructions:\nOn the iPhone settings, tap:\n\nMail, Contacts, Calendars >\nImport SIM Contacts","Only the local phone contacts are \nbacked-up. You may import your SIM card contacts into the local phone\ncontacts to have them backed-up.\nPlease folow there instructions:\nOn the iPhone settings, tap:\n\nMail, Contacts, Calendars >\nImport SIM Contacts",
BACKUP_MEDIA_FOOTER,UI Label: Media footer,Back up your photos and videos and access them from all your devices,Back up your photos and videos and access them from all your devices,Back up your photos and videos and access them from all your devices,Back up your photos and videos and access them from all your devices,
BACKUP_CONTENT_LBL,UI Label: Selected Content,Selected content size,Selected content size,Selected content size,Selected content size,
BACKUP_EST_TIME_LBL,UI Label: Estimated Time,Estimated time to backup:,Estimated time to backup:,Estimated time to backup:,Estimated time to backup:,
BACKUP_SCANNING_LBL,UI Label: Performing Scan,"Performing a quick scan, please wait...","Performing a quick scan, please wait...","Performing a quick scan, please wait...","Performing a quick scan, please wait...",
BACKUP_LABEL_TOTAL_CLOUD_SIZE,"Label, Total size of cloud",Total size of your cloud,Total size of your cloud,Total size of your cloud,Total size of your cloud,
BACKUP_LABEL_SELECTED_CONTENT_SIZE,"Label, Selected content size",Selected content size,Selected content size,Selected content size,Selected content size,
SNAPSHOT_ALERT_TITLE_WWAN_RESTORE_DISABLED,Snapshot - title for alert when no WiFi available,Wi-Fi not detected,Wi-Fi not detected,Wi-Fi not detected,Wi-Fi not detected,
SNAPSHOT_ALERT_MESSAGE_WWAN_RESTORE_DISABLED_NO_WIFI_AVAILABLE,Snapshot - message for alert when no WiFi available,Cloud was not able to detect Wi-Fi. Would you like to restore using your cell network? (Data charges may apply),Cloud was not able to detect Wi-Fi. Would you like to restore using your cell network? (Data charges may apply),Cloud was not able to detect Wi-Fi. Would you like to restore using your cell network? (Data charges may apply),Cloud was not able to detect Wi-Fi. Would you like to restore using your cell network? (Data charges may apply),
SNAPSHOT_BUTTON_RESTORE_LATER,Snapshot - alert button to not restore over WWAN,Restore Later,Restore Later,Restore Later,Restore Later,
SNAPSHOT_BUTTON_RESTORE_NOW,Snapshot - alert button to enable restore over WWAN,Use Cell Network,Use Cell Network,Use Cell Network,Use Cell Network,
SNAPSHOT_ALERT_TITLE_NETWORK_UNAVAILABLE,"Snapshot - alert title, network unavailable",Waiting for Network,Waiting for Network,Waiting for Network,Waiting for Network,
SNAPSHOT_ALERT_MESSAGE_NETWORK_UNAVAILABLE,"Snapshot - alert message, network unavailable",Personal Cloud requires a network connection to start a restore,Personal Cloud requires a network connection to start a restore,Personal Cloud requires a network connection to start a restore,Personal Cloud requires a network connection to start a restore,
SETTINGS_ALERT_TITLE_ACCESS_TO_ASSETS_DISABLED,"Settings: Alert title, to be shown when access to assets is disabled.",Access Not Granted,Access Not Granted,Access Not Granted,Access Not Granted,
DOWNLOAD_ALERT_TITLE_LOW_BATTERY,"Download alert title, low battery",Low Battery,Low Battery,Low Battery,Low Battery,
DOWNLOAD_ALERT_MESSAGE_LOW_BATTERY,"Download alert message, low battery - continue?",Continue downloads?,Continue downloads?,Continue downloads?,Continue downloads?,
BLOCK_BUDDY_ALERT_MESSAGE,UIAlert Message: Block Buddy,"Are you sure you want to block the selected buddy? You can manage your Buddy Sync settings, including blocked buddies, in Settings > Buddy Sync.","Are you sure you want to block the selected buddy? You can manage your Buddy Sync settings, including blocked buddies, in Settings > Buddy Sync.","Are you sure you want to block the selected buddy? You can manage your Buddy Sync settings, including blocked buddies, in Settings > Buddy Sync.","Are you sure you want to block the selected buddy? You can manage your Buddy Sync settings, including blocked buddies, in Settings > Buddy Sync.",
BLOCK_BUDDY_ALERT_TITLE,UIAlert Title: Block Buddy,Block Buddy,Block Buddy,Block Buddy,Block Buddy,
BLOCK_BUDDY_AFFIRM_BTN_TITLE,UIAlert BTN: Affirmative,Block Buddy,Block Buddy,Block Buddy,Block Buddy,
BLOCK_BUDDY_BLOCK_BUTTON,"Buddy, Button title - block",Block,Block,Block,Block,
UNBLOCK_BUDDY_ALERT_MESSAGE,UIAlert Message: Unblock Buddy,Are you sure you want to unblock the selected buddy?.,Are you sure you want to unblock the selected buddy?.,Are you sure you want to unblock the selected buddy?.,Are you sure you want to unblock the selected buddy?.,
UNBLOCK_BUDDY_AFFIRM_BTN_TITLE,UIAlert UNBLOCK BTN: Affirmative,Unblock Buddy,Unblock Buddy,Unblock Buddy,Unblock Buddy,
UNBLOCK_BUDDY_BLOCK_BUTTON,"Buddy, Button title - unblock",Unblock,Unblock,Unblock,Unblock,
FILEINFO_LABEL_YEAR,"FileInfo, 'Year' label",Year,Year,Year,Year,
FILEINFO_LABEL_DATEUPLOADED,"FileInfo, 'Date uploaded' label",Date Uploaded,Date Uploaded,Date Uploaded,Date Uploaded,
MUSIC_REFRESHING_MUSIC_CANNOT_ACCESS_PLAYLISTS_MESSAGE,Message displayed when accessing playlists while music is being refreshed,Playlists can be accessed once the music has been refreshed.,Playlists can be accessed once the music has been refreshed.,Playlists can be accessed once the music has been refreshed.,Playlists can be accessed once the music has been refreshed.,
